date,planned_cost,delta_only_emergency_cost,final_soc_kwh,zero_score,selected_score,accepted_search,evaluations
2025-10-02,43933.37302044565,0.0,4138.026365291006,355.52721799781773,-555.3642353069553,True,181
2025-10-03,17941.620430641535,0.0,4316.623256481482,-576.8021532579481,-996.0083352490034,True,181
2025-10-04,18766.550233658334,0.0,4302.82393399471,-586.7734016310429,-1014.865591402798,True,181
2025-10-05,42090.1358329754,0.0,3812.1925344444458,347.65850095395683,-560.920849113801,True,181
2025-10-06,42178.72566740394,0.0,3468.687876084657,303.5006793255109,-522.1943267581491,True,181
2025-10-07,41933.57580921835,0.0,3733.750192222222,386.0151348290983,-443.7956130419757,True,181
2025-10-08,37743.29595189028,0.0,1673.347393386244,135.83879259652142,-589.525011671921,True,181
2025-10-09,39243.282726775964,265.5175183820813,1507.7290553703697,270.69068415410027,-514.8035601544782,True,181
2025-10-10,16296.463378191916,0.0,1364.2269710846513,-717.0806769871949,-1077.8682089939905,True,181
2025-10-11,17065.194005453537,0.0,1779.1386727248664,-733.0703620325639,-1064.1607240223498,True,181
2025-10-12,39962.801143375604,63.64257637500059,1378.4225997619053,64.55357501504706,-667.6561886568913,True,181
2025-10-13,40774.434302884874,0.0,1758.30044256614,75.57240524636431,-650.4812573959339,True,181
2025-10-14,40021.18178052864,834.3601361152046,1321.0899025925924,45.34267666491814,-605.7097582006714,True,181
2025-10-15,40676.740526344765,1682.7633255980159,1663.6779987566142,-50.02418900391608,-694.0206892869637,True,181
2025-10-16,41312.557869569326,7169.836330985389,1602.4102479629628,74.48484115782003,-625.2270399424206,True,181
2025-10-17,17288.904924882077,0.0,1657.6034851058232,-704.0018780594403,-1020.6044670044492,True,181
2025-10-18,17335.032162639658,0.0,1978.701824788357,-712.170268278495,-1022.5296949818013,True,181
2025-10-19,42741.900318786604,3398.006856417385,1624.1917050000004,-2.6821097571962556,-627.0894436848617,True,181
2025-10-20,43554.44432322253,2340.2197106162143,1465.1315998148161,31.480070067245748,-529.5389890497476,True,181
2025-10-21,44486.70568507655,0.0,1754.9695325396815,114.9512185913561,-357.42680804740564,True,181
2025-10-22,44290.98946964322,4338.904412175671,1410.0405774867722,300.6446506499525,-222.78146342875002,True,181
2025-10-23,45467.251168568255,0.0,1668.8884887301601,378.63124900016294,-205.3264509955289,True,181
2025-10-24,17729.370273762397,0.0,1621.2661048412672,-591.8921275386429,-925.1279062923483,True,181
2025-10-25,17834.185682899188,200.83274472123534,1501.447971111111,-521.4173211075137,-875.073594703589,True,181
2025-10-26,46535.79960762999,0.0,2069.8898048677256,403.0041704127164,-171.88366102537546,True,181
2025-10-27,46302.608463867524,89.82957419999975,1873.1266749470915,367.75287056027247,-234.51424839144298,True,181
2025-10-28,46188.95831347605,0.0,1893.152965185188,434.37646127894214,-252.2061954918269,True,181
2025-10-29,46313.7920026874,0.0,1694.4772608465605,460.6717359690308,-160.4151728575473,True,181
2025-10-30,46470.05098574162,16.568520749999568,1696.026035343919,481.8971993479018,-198.38496179765175,True,181
2025-10-31,18805.94988727093,0.0,2101.922184206353,-370.1224525662469,-732.9420844321463,True,181
2025-11-01,18505.19601520063,0.0,2251.8621069047663,-343.8105010174777,-717.5644979846045,True,181
2025-11-02,47445.3286712765,548.5505182476279,1592.7562955555557,519.4021498711055,-299.8827367641396,True,181
2025-11-03,48541.12948069902,0.0,1946.8356254497373,502.7785699856069,-254.9784636850824,True,181
2025-11-04,48685.6807530339,323.8923300701353,1473.7694616666672,526.1773396801518,-315.81585940579373,True,181
2025-11-05,49308.24063336322,14.13563915833264,1975.2372847089923,583.6676415091944,-263.7845016546149,True,181
2025-11-06,48325.59438167825,1291.7046934455996,1632.560440423281,529.6874611132764,-220.5717926916854,True,181
2025-11-07,19024.73363335747,0.0,1806.737878095238,-469.3521201795049,-766.274023612712,True,181
2025-11-08,18829.921946610302,0.0,1880.9781852380995,-452.555026895694,-770.3012368515849,True,181
2025-11-09,49674.27821408731,0.0,1726.3074343915296,292.95874558277853,-490.1390374508719,True,181
2025-11-10,49753.64001424805,726.4466910723498,1560.7530211111111,396.67278661169973,-632.0871195549547,True,181
2025-11-11,50179.7771971513,0.0,1836.5273183333338,425.5909522540744,-566.5951710430594,True,181
2025-11-12,50357.525629234384,0.0,1665.0228323809536,566.1501760431935,-448.04176468305513,True,181
2025-11-13,50537.43593957476,0.0,1788.9560031216938,486.8438402459826,-477.0672788678345,True,181
2025-11-14,19688.520153105714,0.0,2072.8105896825414,-515.314357288758,-767.5961213667191,True,181
2025-11-15,19250.11017426954,0.0,1795.487547671958,-480.4763243381384,-754.9664823200832,True,181
2025-11-16,51677.61223706235,12.00304163333323,1665.0630502645486,494.8465605522771,-478.338741991297,True,181
2025-11-17,52622.78911126686,0.0,1929.0063576455022,413.6888321482387,-539.6318333182729,True,181
2025-11-18,52054.03407564768,0.0,1848.9616538888897,395.49097123809867,-544.6461459910531,True,181
2025-11-19,52157.22596813833,0.0,1586.7689261111123,365.9273395780575,-548.1923124968954,True,181
2025-11-20,52901.91817139037,0.0,1826.3848326455036,224.9454596881399,-624.715719927385,True,181
2025-11-21,19945.94128115118,0.0,2028.5940574603176,-444.82348323937765,-774.0977773169678,True,181
2025-11-22,20150.630583852813,0.0,1951.825088571428,-449.12032077911846,-769.4461206391197,True,181
2025-11-23,53551.41305609475,0.0,1898.4089964814852,297.3741226986961,-581.4427645268815,True,181
2025-11-24,52782.952558586345,85.71106349999933,1377.1383112962978,279.0024322926904,-606.9518840781817,True,181
2025-11-25,53490.87319042106,0.0,1731.7194392592585,279.9279761406734,-607.750403741847,True,181
2025-11-26,53725.13981929644,209.30622008333327,2178.420239074074,272.2498682927933,-618.1749296366601,True,181
2025-11-27,53624.37339083612,0.0,2002.1308142592613,290.3271035680413,-586.3354250846669,True,181
2025-11-28,20379.709500386278,0.0,1876.5225037037062,-501.8568692214105,-808.2097563854765,True,181
2025-11-29,20952.87167458132,0.0,1924.2244334126974,-551.5692614604442,-803.313399120987,True,181
2025-11-30,54473.86247879638,27.58286025000031,1648.851427777776,52.71769430143387,-631.9613457552578,True,181
2025-12-01,55268.15334201913,17371.266755824658,1479.4019988888883,-131.14636049411018,-665.4174669093612,True,181
2025-12-02,55668.76436718986,23606.59699014971,1413.8043714814812,588.495633307385,72.66526022533469,True,181
2025-12-03,56770.61131522369,8508.112779369578,1246.0568998148142,1390.8656308008617,938.0816651983157,True,181
2025-12-04,57206.09641471579,12094.328281407239,1336.5760529629638,1559.316922008478,1071.0612510941087,True,181
2025-12-05,24044.156649861066,5712.006077693652,1532.3984268783072,1196.8610553765877,914.074509763557,True,181
2025-12-06,24388.440888403602,5427.646477486069,1467.2315275925926,982.2207254799762,292.57345361507976,True,181
2025-12-07,60007.82066168839,957.7754856309525,1497.530550185187,1151.925195313443,613.9072060176886,True,181
2025-12-08,65228.809596204635,0.0,2008.499742037036,1011.1550849445599,468.93819154771415,True,181
2025-12-09,65488.24412420801,0.0,2016.2856538888902,984.9735461189978,442.582309206202,True,181
2025-12-10,64539.355734723285,0.0,1861.9172317989442,1040.7601549770088,478.5817543095249,True,181
2025-12-11,65556.21753246197,0.0,2103.9676522222217,1075.4059313503308,506.7355484651041,True,181
2025-12-12,28887.617746060616,0.0,2069.298851851852,851.1802811751955,334.4793376962566,True,181
2025-12-13,29456.77518531363,0.0,2211.5069939153423,830.79739322471,287.0562000332934,True,181
2025-12-14,65517.39957909276,0.0,1956.6254761111122,1062.66639763481,455.8413541406982,True,181
2025-12-15,65215.99857953769,0.0,1945.598371481483,1104.9105026445272,509.08257770091967,True,181
2025-12-16,65826.66084734023,0.0,1877.47039111111,1148.8600278818803,566.7093411215183,True,181
2025-12-17,65440.9318652677,0.0,1975.8676502910032,1172.2601652681017,568.0334101640543,True,181
2025-12-18,65193.2382144359,19.729200031450574,1905.4192766666697,1187.3096016089885,569.3601144474678,True,181
2025-12-19,29664.195617469155,0.0,1873.946768703702,914.3851877408088,306.2470116730295,True,181
2025-12-20,29753.392914844615,0.0,2025.0610195502659,902.5446124553184,289.61480282520444,True,181
2025-12-21,65638.68953334546,0.0,2107.1756033597862,1264.9040818794067,601.02618352148,True,181
2025-12-22,65182.80843665069,0.0,1713.4919509259287,1252.0369048108591,609.1680718073994,True,181
2025-12-23,65007.495047243574,0.0,2061.0050994444446,1617.0208683537192,1061.2373660156088,True,181
2025-12-24,63612.88125524604,26.509118158333468,1845.044941851855,1668.7868870570542,1177.5952796568395,True,181
2025-12-25,63190.64865226031,106.4360033999999,1877.3836150000006,1616.006209881496,1249.761009898572,True,181
2025-12-26,27317.194117908104,32.20494499999998,2479.7973225661385,1120.5182118726477,820.5508279050144,True,181
2025-12-27,26698.47659422249,203.57985795833338,2236.4494466931233,784.6030196980176,553.828301142866,True,181
2025-12-28,62275.65392467288,85.59571557142856,2112.549143333333,95.59378760649692,-183.6788959009119,True,181
2025-12-29,62148.33681771523,0.0,1820.8459527777795,-284.92410580035363,-732.9732097484136,True,181
2025-12-30,61507.016275158894,142.7471374940474,1888.473658756616,-247.22890197240235,-738.1421256852607,True,181
2025-12-31,61378.14124554467,0.0,1627.3262116666697,-228.8934199368322,-726.6622282949766,True,181
