date,planned_cost,delta_only_emergency_cost,final_soc_kwh,zero_score,selected_score,accepted_search,evaluations
2025-09-08,36905.062488684,5631.680116101323,1312.4401564814812,703.844642105042,-245.4694445915273,True,181
2025-09-09,39955.27188351645,61.48156000833311,1465.4936961111118,1016.8441081262174,-80.39435170745033,True,181
2025-09-10,40017.15538721006,10815.360942884152,1551.4425709259265,821.163805912941,-290.2994979535663,True,181
2025-09-11,40201.844372499305,0.0,1703.043036746035,932.757321869287,-58.08172260590653,True,181
2025-09-12,17785.014499980534,517.0704306949056,1824.2017257671937,-810.234575360813,-1247.8702803942183,True,161
2025-09-13,17940.984686050535,0.0,1764.1112337566174,-797.8820305822611,-1277.2521805841363,True,181
2025-09-14,40001.78023826676,401.30541306222744,1251.820035,840.2133286557251,-77.41669315036184,True,181
2025-09-15,41296.90661972904,781.7954108904706,1728.9875379629634,678.2802256341561,-174.37213669717698,True,181
2025-09-16,40560.344360626346,79.22944829577821,1200.0,880.6218981209038,-53.907320422372194,True,181
2025-09-17,41242.28216217251,0.0,1459.146819629631,871.9831449632948,4.5106640294275495,True,181
2025-09-18,40952.42447864935,159.98620629311878,1356.9763203703699,756.3590737857512,-64.29593246806883,True,181
2025-09-19,18616.63115468851,0.0,1986.3069106084708,-885.9320641454133,-1299.907387504444,True,181
2025-09-20,18294.68264853391,0.0,1996.245924576722,-898.3199300243961,-1331.2343014520632,True,141
2025-09-21,42774.865888764936,0.0,1835.1531532275121,760.2041086446312,-37.89505436830646,True,181
2025-09-22,42402.18139653543,498.7936068896957,1391.028078518518,731.1827353283663,-100.2493421360535,True,181
2025-09-23,43933.98935610327,69.14849838333348,1870.8513991534326,756.05765033147,-1.483053295608946,True,181
2025-09-24,43521.90419789076,0.0,2112.2183139153485,787.7942934821036,-102.80193503566473,True,181
2025-09-25,43897.403104993864,0.0,1795.2699828306895,829.4117980643796,21.270069718934423,True,181
2025-09-26,19430.683395400967,0.0,2126.3849552645515,-747.2181542386063,-1129.0978962679997,True,181
2025-09-27,19367.53058755626,0.0,1557.8982971693122,-670.2703453714633,-1055.5398425233132,True,181
2025-09-28,45227.777666540795,39.44987083333338,1933.494043280425,869.6456632504041,-61.86468985742162,True,181
2025-09-29,45833.47075046652,101.11281389881046,2078.478030238098,934.967253685413,-75.98543587616822,True,181
2025-09-30,46078.79918734975,200.56746551666788,2234.193678994708,865.7776923182553,-206.0670555944464,True,181
2025-10-01,45760.03432756281,0.0,3808.4840528042346,786.7447585746264,-299.064017228353,True,181
