candidate,month,rmse_improvement_pct,mae_improvement_pct,rmse_delta,mae_delta
16:00,3,25.080616843314264,22.342266144659295,1.7108263620234174,0.8782803079525139
16:00,4,34.62466426112489,31.270786436327526,4.5086695947770075,2.8492846991889307
16:00,5,28.29176105039981,20.80596286056009,3.556881261733066,1.8994715424136182
16:00,6,19.16645565557059,17.469007133544423,2.6428234776083066,1.7054729144122227
16:00,7,36.809304202195314,28.769182056863663,5.6610062814028,3.287348559954383
16:00,8,18.130384444529458,23.451821324814738,2.3050767248951143,2.20019736226626
16:00,9,38.68286999188007,34.12727483389959,4.158636117345799,2.2208062455719775
16:00,10,34.73847258198253,34.560189278417184,2.303897633000278,1.2666075253128661
16:00,11,33.77641544198233,36.37985682089532,0.6056891999928835,0.32265244486873157
16:00,12,-397.51684526336817,-492.74770934459167,-0.1651613754304862,-0.05504468766001032
17:00,2,,,0.0,0.0
17:00,3,1.9266605424669403,-4.278619502907066,0.011302502370766798,-0.009605592797349016
17:00,4,24.995103860881486,25.04693881128516,1.3670442799109042,0.9664057994075441
17:00,5,29.38823751736297,30.016742809332786,2.389208182409333,1.978004424988029
17:00,6,20.00603888896294,26.87051875105817,1.9797043514039352,2.036017123055249
17:00,7,19.4685849730986,20.380490387285388,1.8135476555331689,1.5549745484073432
17:00,8,31.463069704555156,28.065719403157054,1.929596233015074,1.3429769641074754
17:00,9,33.457567256527454,29.029869850219047,0.5769039598155872,0.2603766439852414
17:00,10,,,-0.006148458718069715,-0.0011116743471582225
17:00,11,,,0.0,0.0
17:00,12,,,0.0,0.0
