seconds,scenario_count,binary_cells,separation_rounds,solver_status,relative_gap,relaxed_objective,direction_feasible_objective,date,scenario_expected_emergency_cost,scenario_mean_final_soc,max_direction_violation_kwh,method
0.4373628000030294,21,0,0,0,0.0019526919879582,35764.46971573482,35834.44334614979,2025-10-08,365.6644060487971,4275.486648857393,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4913962999999057,21,0,0,0,0.0025401308214667,36425.58255126394,36518.34392220967,2025-10-09,359.3197873878057,4182.152572703781,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.462549100004253,21,0,0,0,0.0026441350085963,36834.82280586043,36932.47726194292,2025-10-10,495.7713114276104,4177.7117303464365,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5334464999978081,21,0,0,0,0.0026819584717398,33266.12975539403,33355.588057364344,2025-10-11,438.9176659843944,4160.653228570169,3.7303493627405266e-14,fixed_direction_LP_with_global_relaxation_bound
0.458115400004317,21,0,0,0,0.0025936310736996,33474.884900532525,33561.93217070386,2025-10-12,530.162672886648,4134.416147298162,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4943443000011029,21,0,0,0,0.0023617182574346,37681.37352212236,37770.57698337785,2025-10-13,459.4055117809832,4129.363556246381,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4621887999965111,21,0,0,0,0.0023293643070829,37553.39165123763,37641.07141948253,2025-10-14,472.6538820092945,4128.584282538623,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4931276999996044,21,0,0,0,0.0028678503546458,38027.28138283202,38136.65159262694,2025-10-15,443.4111154130337,4116.89817846704,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5707571000020835,21,0,0,0,0.0044764445191396,38677.43284020062,38851.34874736193,2025-10-16,623.436094585873,4128.970616792065,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4939736000014818,21,0,0,0,0.0039790719387178,39693.10143530993,39851.67411348583,2025-10-17,669.7818302139601,4140.307702340433,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5483729999978095,21,0,0,0,0.0044033201535138,36610.31247218559,36772.23238413233,2025-10-18,721.2835008371765,4130.235569721352,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4952498999991803,21,0,0,0,0.0044755898222077,36709.03275285409,36874.06594711039,2025-10-19,802.4166680274691,4150.323670323216,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.5511152000035509,21,0,0,0,0.0034503791315536,41342.90779249265,41486.05039502624,2025-10-20,650.807487307679,4135.064209546092,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
0.4651512999989791,21,0,0,0,0.0035060126687619,42185.91121437537,42334.33593247826,2025-10-21,646.4618319881924,4127.2001698953645,1.1368683772161605e-13,fixed_direction_LP_with_global_relaxation_bound
