date,same_plan_initial_soc_kwh,settlement_cost,ldr_emergency_cost,beta1_emergency_cost,beta0_emergency_cost,ldr_total_cost,beta1_total_cost,beta0_total_cost
2025-06-02,1200.0,45418.752477719114,19941.152317837208,21830.7198748902,15064.701903841436,65359.90479555632,67249.47235260931,60483.45438156055
2025-06-03,1200.0,43356.08865739549,21255.15582974862,23122.93300484924,14084.476491477186,64611.24448714411,66479.02166224473,57440.56514887268
2025-06-04,1200.0,47770.54918825517,14816.89427953364,17846.323610846317,13032.390531177825,62587.44346778881,65616.87279910149,60802.939719432994
2025-06-05,1200.0,44428.94736724657,18824.429159587547,20451.96087426234,12350.594926481883,63253.376526834116,64880.90824150891,56779.54229372845
2025-06-06,1200.0,18928.60865072412,13866.88362548351,15008.177232530803,11255.734291036397,32795.49227620763,33936.785883254925,30184.342941760515
2025-06-07,1217.4015070656455,21304.236702899623,11551.76828998657,12357.35923425769,8996.663207527257,32856.00499288619,33661.59593715731,30300.89991042688
2025-06-08,1342.1828887037038,49562.795332314025,0.0,387.5371005083338,0.0,49562.795332314025,49950.33243282236,49562.795332314025
2025-06-09,3741.648220185184,53908.91060106286,345.77889660833023,651.4410478836993,345.77889660833023,54254.68949767119,54560.35164894656,54254.68949767119
2025-06-10,3092.7987796296297,51930.443216761014,113.10194290833269,401.8007600591425,113.10194290833269,52043.545159669346,52332.24397682016,52043.545159669346
2025-06-11,2875.440549745561,56907.480174882214,202.99709166666776,688.9277116079543,202.99709166666776,57110.47726654888,57596.40788649017,57110.47726654888
2025-06-12,3144.403502790478,53836.50828949149,0.0,1186.0120806276427,0.0,53836.50828949149,55022.520370119135,53836.50828949149
2025-06-13,3460.2862323140234,23783.461633606355,0.0,0.0,0.0,23783.461633606355,23783.461633606355,23783.461633606355
2025-06-14,3514.2619436217815,23976.052871664833,0.0,42.3783829053976,0.0,23976.052871664833,24018.43125457023,23976.052871664833
2025-06-15,3348.982583351121,52561.54769657874,0.0,285.4913379923975,0.0,52561.54769657874,52847.039034571135,52561.54769657874
2025-06-16,4170.020498140903,52544.27495475278,113.4282401154854,1179.6667045741412,113.4282401154854,52657.70319486826,53723.94165932692,52657.70319486826
2025-06-17,3313.77381667794,53878.27398143725,575.5931668012726,1294.7850486918223,575.5931668012726,54453.86714823852,55173.05903012907,54453.86714823852
2025-06-18,3056.411505282221,53461.59109327987,175.02656553333253,1288.5963496707373,175.02656553333253,53636.61765881321,54750.18744295061,53636.61765881321
2025-06-19,3260.5458071890816,51087.07722634037,1.0355553083300035,2066.41576902049,1.0355553083300035,51088.1127816487,53153.49299536086,51088.1127816487
2025-06-20,3691.595995312242,22923.198444681082,0.0,320.6762015694835,0.0,22923.198444681082,23243.874646250566,22923.198444681082
2025-06-21,3545.7919928940614,22655.518663127783,0.0,654.1919586863887,0.0,22655.518663127783,23309.71062181417,22655.518663127783
2025-06-22,4036.716475579352,48124.43384902843,0.0,4533.763766634671,0.0,48124.43384902843,52658.1976156631,48124.43384902843
2025-06-23,3738.675093060176,48877.9923343677,246.4063844922715,1952.450788990158,140.7407605991752,49124.39871885997,50830.44312335786,49018.733094966876
2025-06-24,2655.2849728671267,56037.99943692897,302.20108822913596,575.6287376430244,302.20108822913596,56340.20052515811,56613.628174572,56340.20052515811
2025-06-25,2819.596057834784,49620.149996568114,0.0,1195.9104140972545,0.0,49620.149996568114,50816.06041066537,49620.149996568114
2025-06-26,2712.9502886653513,47959.58748571327,119.4183810717722,422.73641993295945,119.4183810717722,48079.005866785046,48382.32390564623,48079.005866785046
2025-06-27,2265.0946801093673,20552.49597490391,103.29472776361396,470.037412472337,0.0,20655.790702667524,21022.53338737625,20552.49597490391
2025-06-28,2199.531744351396,19680.749954853894,0.0,52.851161892087944,0.0,19680.749954853894,19733.601116745984,19680.749954853894
2025-06-29,1830.9108159453006,47378.18558035609,761.1210916279324,3914.7354188866175,462.9426925828798,48139.30667198402,51292.920999242706,47841.12827293897
2025-06-30,1845.8350516666674,49050.753953902844,277.0065648399684,982.0595347647679,277.0065648399684,49327.76051874281,50032.81348866761,49327.76051874281
2025-07-01,1711.2951362198535,47497.66872049183,40791.69261150232,55011.621728896374,37315.520592021116,88289.36133199415,102509.29044938821,84813.18931251294
2025-07-02,1200.0,44438.01754736276,31687.509421373972,37729.47645529954,27399.125409049677,76125.52696873673,82167.49400266231,71837.14295641244
2025-07-03,1200.0,50277.975762631526,27283.066636946445,31738.149174477614,16789.073366128756,77561.04239957797,82016.12493710914,67067.04912876028
2025-07-04,1200.0,19735.363102684965,30809.20696020548,33277.47112678501,26278.31248721342,50544.570062890445,53012.83422946997,46013.67558989838
2025-07-05,1200.0,21370.597539689465,24440.815523227753,26489.582420452556,18977.440181968337,45811.413062917214,47860.17996014202,40348.037721657805
2025-07-06,1240.3521509773839,51235.27663964533,22728.843995713447,25816.345720411337,14029.9127488355,73964.12063535878,77051.62236005667,65265.18938848083
2025-07-07,1200.0,48934.39903798671,9748.432269122692,19327.312379494277,8170.344322871879,58682.8313071094,68261.71141748098,57104.743360858585
2025-07-08,1320.7775100000001,60517.86699536233,335.80635349166556,701.0422473389789,335.80635349166556,60853.673348854,61218.90924270131,60853.673348854
